texto,sentimento,tipoInteracao,autor_anonimo
caiocaito concordo nao sei pra que ter um aplicativo pra cada coisa Um pra conta investimento um pra home broker um pro banco digital,POSITIVE,resposta,79
lmarquine eu ja enviei minhas solicitacoes de transferencia de custodia para migrar para a btgpactual,NEUTRAL,comentário,80
Como voce deve ter acompanhado por aqui essa semana rolou a Ceo Conference 2022 que e uma das principais conferencias do mercado financeiro com a participacao de grandes lideres da economia e da politica nacional e internacional Inclusive os paineis estao disponiveis no canal do btgpactual no YouTube  Alem do conteudo incrivel a conferencia tambem proporcionou momentos incriveis de troca de ideias com uma turma que realmente inspira tanto pelo conteudo quanto pelo alto astral de sempre marthaleonardis  marceloflora  ottogsparenberg  lucasmclaro  lucasamadeu  fabricio_goncalvez  mirna_economirna  gustavocerbasi  andrekliousoff e muito mais gente boa que nao esta nessas fotos mas que esta a todo momento prestando auxilio inestimavel para que todo o nosso trabalho educacional aconteca da melhor maneira possivel  A CEO Conference tambem marca a entrada do quinto da minha parceria com o btgpactual  e o banco continuara surpreendendo e levando a costumeira excelencia para aqueles que nos premiam com sua preferencia  Momentos assim sao inesqueciveis tanto pelo conteudo de altissimo nivel disponibilizado quanto pela troca de ideias com essa turma   btgpactual ceconference2022,POSITIVE,marcação,41
Discussao muito boa na ceoconference do btgpactual sobre os avancos das solucoes para PME ao lado do ladmircarvalho e rogeriostallone Obrigado pela parceria fredpompeu,POSITIVE,marcação,81
,NEUTRAL,comentário,82
ApoiePietroFittipaldi,NEUTRAL,comentário,83
Foi uma semana intensa e cheia de desafios incriveis no meu primeiro evento no btgpactual     tiofly,NEUTRAL,marcação,84
Sexta feira e ultimo dia do mes foi dia de aporte mais gordinho     trxf11 cpel6 knsc11 mxrf11 cmig3 acoes fundosimobiliarios dividendos clearcorretora proveitos rendimentos rendafii jcp b3 bolsadevalores investir,NEUTRAL,marcação,85
teixeiragilmarvasconcelos voce tem algumas alternativas como o Tesouro Selic e os CDBs com liquidez diaria e que pagam pelo menos 100 do CDI No btgpactual voce encontra esses investimentos,POSITIVE,comentário,32
Uma duvida que sempre recebo aqui e o que vale mais a pena cashback ou programa de pontos  Acredite era justamente sobre isso que eu gustavocerbasi e andrelvbona estavamos conversando nessas fotos  E claro que existem pontos positivos nas duas modalidades e no final voce vai escolher o que fizer mais sentido para voce Mas deixa eu defender minha escolha pelo programa de pontos do cartao de credito do btgpactual   Porque eu migrei do cashback para os pontos   No Black do Btg voce recebe 1 de cashback  No programa de pontos recebe 22 pontos por dolar gasto Agora vamos as continhas presta atencaoooo   Se eu gastar 10 mil reaismes no cartao no cashback recebo 100 reais de volta ok  Gastando os mesmos 10 mil reais convertendo isso para dolar 1 dolar  550 reais 10mil550  1818 dolares 181822 da 4000 pontos Nao desiste voce vai entender  A beleza toda e esperar as promocoes de 100 para as cias aereas porque assim os seus pontos dobrarao Ou seja 4000 pts virarao 8000 pontos  Ta bom Mirna e a conclusao Essa vem agora Ja falei para ter paciencia  Se voce vender esses pontos em um site de vendas de milhas 8000 pts vao te dar R134 pela Smiles R160 pela Latam Lembra do cashback Era de 100 reais   Lembra que eu disse tambem que voce vai escolher o melhor programa de acordo com o seu perfil ne  Pois bem eu nao vendo milhas eu uso para viajar de execuryca  e ai o negocio fica melhor ainda  Mesmo que voce gaste pou,POSITIVE,marcação,32
Um fiasco Grandes nomes,NEGATIVE,comentário,86
Foi incrivel,POSITIVE,comentário,87
Parecendo gentejpeg btgpactual by tiofly,NEUTRAL,marcação,88
E oficial Estao abertas as inscricoes para o Sportainment Labs primeiro evento de sportainment da America Latina  100 gratuito e com transmissao online em alta definicao  Aproximadamente 12 horas de conteudo sobre o cenario e tendencias do esporte e do entretenimento no Brasil e no mundo com os maiores profissionais dos mercados nacional e internacional Voce nao pode ficar de fora  Confira a programacao e garanta sua vaga no link da bio Lets play  Hubstage SportainmentLabs BicharaeMotta BTGPactual WinTheGame Sportainment Esporte Entretenimento,NEUTRAL,marcação,2
,NEUTRAL,comentário,32
Excelente,NEUTRAL,comentário,44
Esse convite e para voce que e mulher e que curte tecnologia   O BTG Pactual maior banco de Investimentos da America Latina esta convidando voce para participar do BTG Faz Tech   Sera um encontro virtual feito por mulheres e para mulheres Nele voce tera a oportunidade de conhecer melhor o time de mulheres da area de tech do banco e aprender com cases de sucesso   Para se inscrever basta preencher o formulario no link da nossa bio Te esperamos la   tecnologia mulheresnatecnologia btgpactual mercadofinanceiro tech btgfaztech estagio,POSITIVE,marcação,89
B2B   Eles estao de volta  boavista roraima btg btgpactual,NEGATIVE,marcação,90
E oficial Estao abertas as inscricoes para o Sportainment Labs primeiro evento de sportainment da America Latina  100 gratuito e com transmissao online em alta definicao  Aproximadamente 12 horas de conteudo sobre o cenario e tendencias do esporte e do entretenimento no Brasil e no mundo com os maiores profissionais dos mercados nacional e internacional Voce nao pode ficar de fora  Confira a programacao e garanta sua vaga no link da bio Lets play  Hubstage SportainmentLabs BicharaeMotta BTGPactual WinTheGame Sportainment Esporte Entretenimento,NEUTRAL,marcação,15
alo bilionarios brasileiros lucianohangbr abilio_diniz pgmsilviosantos itau fundacaolemann btgpactual,NEUTRAL,comentário,91
Ola socios Hoje no ultimo pregao do mes recebi os ultimos dividendos pra fechar o mes e como sempre posto aqui dividendos recebidos e igual dividendos reinvestidos foco na geracao de renda passiva a longo prazo Bons estudo e bons investimentos a todos ibov ifix investimentos investindoparaseaposentar investidor buyandhold trader trade brasil investing b3 bolsadevalores fii empresas  rendavariavel mercadofinanceiro money vivendoderenda dividendos patrimonio  diversificacao dinero dinheiro investindo reinvestir sp klbn4 xpml11 fundosimobiliarios mxfr11,NEUTRAL,marcação,92
Boicote ao btgpactual,NEUTRAL,comentário,93
Obrigada pelo comprometimento sempre com o btgpactual,POSITIVE,comentário,94
Dois dias de muito conhecimento adquirido ceoconference  btgpactual deumBTG investimentos financas economia,NEUTRAL,marcação,95
Russia X Ucrania  Quais os impactos Economicos  Te explico em 2 minutos      assessoradeinvestimentos vidadeassessor aai mulheresnomercado educacaofinanceira investimentos  economia financas cenarioeconomico cenariomacro mercadoemfoco mercadofinanceiro,NEUTRAL,marcação,96
Esta semana estive na CEO Conference do btgpactual O evento abordou temas essenciais para o mercado financeiro e contou com uma organizacao incrivel da marthaleonardis  que inclusive esteve presente no palco intermediando importantes momentos Tambem representando o time feminino do BTG a excepcional fabianaarana conduziu com maestria o batepapo com 3 relevantes gestores O nosso CEO robertosallouti marcou presenca nos dois dias moderando momentos imperdiveis do evento Gostaria de parabenizar a todos que tornaram o CEO Conference possivel,POSITIVE,marcação,97
arlindocorreia vaza,NEGATIVE,resposta,75
fabiojunior1976 no btgpactual voce pode abrir gratuitamente a sua conta,POSITIVE,comentário,32
Repost seveninvestor with make_repost  No dia 21022022 aconteceu Summit 2022 e Seven Investor esteve presente com as socias e fundadoras meneobregon crismartinsreis  Dia esperado da Premiacao Best Performer 2021   Uma programacao de bate papos e palestras voltados a novas estrategias e perspectivas 2022 com muita troca de experiencias e conhecimentos  O Summit 2022 trouxe a reflexao O que te Move   Esteja sempre preparado   Parabens btgpactual btg_bankers um fantastico evento   deumbtg,NEUTRAL,marcação,98
Palmeiras vcs querem fazer uma liga de futebol com o btgpactual sem o botafogo o forte futebol tambem parece que excluiu o botafogo ai querem arrumar 1 bilhao Kkkkkkkkk o John Textor assim vai comprar vamos subir o sarrafo srs liga nao e pra ninguem mandar em ninguem foi assim q comecou a falencia do futebol brasileiro querer ser o dono o flamengo tem muito essa mania inclua o botafogo ai fazendo o favor vai por mim,NEUTRAL,comentário,99
Eis o time que ensina os caminhos aos clientes do BTG Pactual  Andre Bona com uma didatica impar para investimentos Mirna Borges que comunica de forma leve e divertida sobre temas espinhosos Martha Leonardis socia do BTG que e a responsavel pelos eventos presenciais incriveis do banco e eu que trago para voces a estrategia e a psicologia dos mercados  Junto com os experts das diversas areas do BTG Pactual o objetivo deste time e desvendar oportunidades e ampliar o acesso a eles Muito orgulho de fazer parte dessa missao Para fazer um otimo trabalho so estando com os melhores  andrelvbona  mirna_economirna  marthaleonardis  btgpactual   Registro feito no CEO Conference 2022  investimentos ceoconference2022 educacaofinanceira estrategia escolhas teamwork,NEUTRAL,marcação,100
afscapitaloficial btgpactual,NEUTRAL,marcação,101
O que te move  Movase para um futuro melhor invista seu tempo para estar com sua familia e amigos Invista seus recursos financeiros para poder ter TEMPO  planejamentofinanceiro investimentos previdencia futuro tempo familia btg,NEUTRAL,marcação,102
Registros de um grande debate que aconteceu no BTG CEO Conference 2022 sobre o tema Juros em alta riscos e oportunidades no mercado de fundos de credito  Uma honra participar de um dos maiores eventos do Brasil obrigada pelo convite  Para assistir o video completo acesse o link na bio  ceoconference ceo juros credito btgpactual oportunidades,POSITIVE,marcação,103
voce se torna a media das pessoas com quem convive btgpactual amgcapitalinvest,NEUTRAL,marcação,104
No dia 21022022 aconteceu Summit 2022 e Seven Investor esteve presente com as socias e fundadoras meneobregon crismartinsreis  Dia esperado da Premiacao Best Performer 2021   Uma programacao de bate papos e palestras voltados a novas estrategias e perspectivas 2022 com muita de experiencias e conhecimentos  O Summit 2022 trouxe a reflexao O que te Move   Esteja sempre preparado   Parabens btgpactual btg_bankers um fantastico evento  deumbtg,NEUTRAL,marcação,105
Essa e a selecao da afscapitaloficial responsavel por sermos o Melhor Atendimento do Brasil segundo nossos clientes   Quem tem time tem tudo nao e btgpactual,NEGATIVE,marcação,106
Somos a Selecao afscapitaloficial  Dia de comemorar como melhor atendimento do maior Banco de Investimentos da America Latina btgpactual Orgulho de fazer parte de tudo isso   todossaoimportantes somosafscapital,POSITIVE,marcação,107
Muito boa a live,POSITIVE,comentário,108
Nas palavras de melindafrenchgates Nos mulheres precisamos sair das margens e ocupar nosso lugar  nao acima nem abaixo dos homens mas ao lado deles  no centro da sociedade acrescentando nossa voz e tomando as decisoes para as quais somos qualificadas e que temos o direito de tomar  Havera muita resistencia mas o progresso duradouro nao vira de uma luta pelo poder vira de um apelo moral A medida que despirmos os preconceitos de genero de seus disfarces mais homens e mulheres que nao tinham suspeitado de sua presenca vao enxergalos e se posicionarao contra ele E assim que mudamos as normas que escondem os preconceitos para os quais estamos cegos Nos os vemos de frente e acabamos com eles  Essa foto representa mulheres competentes que hoje ocupam seus respectivos lugares no mercado financeiro Mercado que ainda tem muito a desenvolver na igualdade de genero mas que desde que comecei tenho visto cada vez mais progresso  Meu desejo e que cada vez mais mulheres tenham essa coragem de atravessarem os preconceitos impostos e acrescentarem sua voz   CEO Conference btgpactual   girlpower mulheresempoderadas mulheresnopoder mulheresnomercadofinanceiro ceoconference2022 btgpactual empoderamentofeminino,NEUTRAL,marcação,109
A legacyinvestimentos acaba de ser reconhecida pelo btgpactual em seu maior evento voltado para os agentes autonomos da rede  No dia 2102 o banco realizou mais uma edicao do Summit que trouxe a premiacao dos destaques de 2021  Alem de ter ficado no Top 15 do BTG Best Performer entre todos os escritorios parceiros e recebido o Certificate of Excellence a Legacy Investimentos tambem foi contemplada no quesito Satisfacao do Cliente que premiou os 5 melhores escritorios no indicador NPS Net Promoter Score  Ao tempo em que parabeniza o seu time de assessores e colaboradores  e tambem o do B2B do BTG  por todo empenho parceria e dedicacao durante o ano de 2021 a Legacy Investimentos agradece imensamente aos seus clientes pela confianca e parceria depositadas   investimentos nps satisfacaodocliente legacyinvestimentos assessoriadeinvestimentos,POSITIVE,marcação,110
